Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.SLE,3,Survation MRP (List),32.23%,31.75%,8.57%,6.07%,NI,NI,21.39%,NI,Lab
UKPARL.2025.SLE,4,FocalData MRP (List),35.23%,27.98%,11.04%,4.93%,,,20.82%,,Lab
UKPARL.2025.SLE,5,AVERAGE,35.86%,29.93%,10.15%,5.00%,0.00%,0.00%,18.80%,0.00%,TRUE
UKPARL.2025.SLO,1,YOUGOV MRPs (List),13.00%,53.00%,9.00%,10.00%,0.00%,0.00%,11.00%,4.00%,Lab
UKPARL.2025.SLO,2,IPSOS MRP (List),17.00%,56.00%,7.00%,9.00%,NA,NA,7.00%,2.00%,Lab
UKPARL.2025.SLO,3,Survation MRP (List),19.16%,39.76%,14.67%,4.67%,NI,NI,9.26%,12.48%,Lab
UKPARL.2025.SLO,4,FocalData MRP (List),14.61%,59.25%,8.99%,6.22%,,,9.73%,,Lab
UKPARL.2025.SLO,5,AVERAGE,15.94%,52.00%,9.92%,7.47%,0.00%,0.00%,9.25%,6.16%,TRUE
UKPARL.2025.SLR,1,YOUGOV MRPs (List),37.00%,31.00%,7.00%,5.00%,0.00%,0.00%,20.00%,1.00%,Lab
UKPARL.2025.SLR,2,IPSOS MRP (List),35.00%,32.00%,7.00%,4.00%,NA,NA,20.00%,0.00%,Lab
UKPARL.2025.SLR,3,Survation MRP (List),33.35%,29.31%,10.63%,10.00%,NI,NI,15.33%,1.38%,Lab
UKPARL.2025.SLR,4,FocalData MRP (List),36.59%,28.26%,9.20%,4.45%,,,21.20%,,Lab
UKPARL.2025.SLR,5,AVERAGE,35.49%,30.14%,8.46%,5.86%,0.00%,0.00%,19.13%,0.79%,TRUE
UKPARL.2025.SMK,1,YOUGOV MRPs (List),10.00%,44.00%,7.00%,12.00%,0.00%,0.00%,17.00%,10.00%,Lab
UKPARL.2025.SMK,2,IPSOS MRP (List),17.00%,56.00%,7.00%,6.00%,NA,NA,11.00%,2.00%,Lab
UKPARL.2025.SMK,3,Survation MRP (List),15.86%,51.61%,3.57%,11.95%,NI,NI,13.17%,3.84%,Lab
UKPARL.2025.SMK,4,FocalData MRP (List),12.96%,57.39%,6.76%,5.20%,,,17.07%,,Lab
UKPARL.2025.SMK,5,AVERAGE,13.96%,52.25%,6.08%,8.79%,0.00%,0.00%,14.56%,5.28%,TRUE
UKPARL.2025.SNC,1,YOUGOV MRPs (List),30.00%,17.00%,33.00%,5.00%,0.00%,0.00%,14.00%,2.00%,LD
UKPARL.2025.SNC,2,IPSOS MRP (List),30.00%,32.00%,22.00%,5.00%,NA,NA,10.00%,0.00%,Lab
UKPARL.2025.SNC,3,Survation MRP (List),24.47%,26.27%,29.69%,7.31%,NI,NI,10.56%,1.70%,LD
UKPARL.2025.SNC,4,FocalData MRP (List),29.59%,24.74%,25.36%,5.75%,,,13.81%,,LD
UKPARL.2025.SNC,5,AVERAGE,28.51%,25.00%,27.51%,5.77%,0.00%,0.00%,12.09%,1.23%,FALSE
UKPARL.2025.SNF,1,YOUGOV MRPs (List),31.00%,37.00%,8.00%,6.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.SNF,2,IPSOS MRP (List),33.00%,34.00%,12.00%,6.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.SNF,3,Survation MRP (List),27.90%,33.76%,7.75%,11.75%,NI,NI,17.54%,1.31%,Lab
UKPARL.2025.SNF,4,FocalData MRP (List),29.98%,38.39%,11.31%,4.86%,,,14.95%,,Lab
UKPARL.2025.SNF,5,AVERAGE,30.47%,35.79%,9.77%,7.15%,0.00%,0.00%,15.62%,0.77%,TRUE
UKPARL.2025.SNH,1,YOUGOV MRPs (List),33.00%,31.00%,9.00%,6.00%,0.00%,0.00%,21.00%,1.00%,Lab
UKPARL.2025.SNH,2,IPSOS MRP (List),34.00%,36.00%,7.00%,4.00%,NA,NA,17.00%,0.00%,Lab
UKPARL.2025.SNH,3,Survation MRP (List),35.40%,35.60%,7.08%,4.65%,NI,NI,15.69%,1.58%,Lab
UKPARL.2025.SNH,4,FocalData MRP (List),32.16%,34.79%,8.27%,5.07%,,,19.42%,,Lab
UKPARL.2025.SNH,5,AVERAGE,33.64%,34.35%,7.84%,4.93%,0.00%,0.00%,18.28%,0.86%,TRUE
UKPARL.2025.SNN,1,YOUGOV MRPs (List),30.00%,44.00%,5.00%,5.00%,0.00%,0.00%,17.00%,0.00%,Lab
UKPARL.2025.SNN,2,IPSOS MRP (List),30.00%,46.00%,4.00%,5.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.SNN,3,Survation MRP (List),30.77%,40.95%,5.31%,4.12%,NI,NI,17.03%,1.82%,Lab
UKPARL.2025.SNN,4,FocalData MRP (List),28.53%,43.85%,6.55%,4.15%,,,16.74%,,Lab
UKPARL.2025.SNN,5,AVERAGE,29.82%,43.70%,5.22%,4.57%,0.00%,0.00%,16.19%,0.61%,TRUE
UKPARL.2025.SNQ,1,YOUGOV MRPs (List),27.00%,34.00%,7.00%,5.00%,0.00%,0.00%,26.00%,1.00%,Lab
UKPARL.2025.SNQ,2,IPSOS MRP (List),32.00%,40.00%,8.00%,5.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.SNQ,3,Survation MRP (List),25.94%,40.09%,9.48%,8.59%,NI,NI,14.57%,1.33%,Lab
UKPARL.2025.SNQ,4,FocalData MRP (List),27.35%,36.32%,9.16%,4.67%,,,21.77%,,Lab
UKPARL.2025.SNQ,5,AVERAGE,28.07%,37.60%,8.41%,5.81%,0.00%,0.00%,19.09%,0.78%,TRUE
UKPARL.2025.SNS,1,YOUGOV MRPs (List),28.00%,52.00%,4.00%,4.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.SNS,2,IPSOS MRP (List),28.00%,55.00%,3.00%,3.00%,NA,NA,9.00%,1.00%,Lab
UKPARL.2025.SNS,3,Survation MRP (List),28.85%,48.18%,7.95%,2.71%,NI,NI,10.35%,1.96%,Lab
UKPARL.2025.SNS,4,FocalData MRP (List),27.29%,47.71%,7.39%,3.47%,,,13.84%,,Lab
UKPARL.2025.SNS,5,AVERAGE,28.04%,50.72%,5.58%,3.30%,0.00%,0.00%,11.05%,0.99%,TRUE
UKPARL.2025.SOA,1,YOUGOV MRPs (List),33.00%,11.00%,36.00%,4.00%,0.00%,0.00%,15.00%,0.00%,LD
UKPARL.2025.SOA,2,IPSOS MRP (List),36.00%,18.00%,23.00%,4.00%,NA,NA,19.00%,0.00%,LD
UKPARL.2025.SOA,3,Survation MRP (List),30.43%,20.53%,28.92%,10.08%,NI,NI,9.29%,0.75%,LD
UKPARL.2025.SOA,4,FocalData MRP (List),34.33%,10.23%,32.66%,5.67%,,,16.91%,,LD
UKPARL.2025.SOA,5,AVERAGE,33.44%,14.94%,30.15%,5.94%,0.00%,0.00%,15.05%,0.25%,TRUE
UKPARL.2025.SOI,1,YOUGOV MRPs (List),22.00%,49.00%,4.00%,6.00%,0.00%,0.00%,18.00%,1.00%,Lab
UKPARL.2025.SOI,2,IPSOS MRP (List),25.00%,51.00%,3.00%,7.00%,NA,NA,10.00%,1.00%,Lab
UKPARL.2025.SOI,3,Survation MRP (List),29.55%,50.67%,2.61%,3.55%,NI,NI,10.36%,3.25%,Lab
UKPARL.2025.SOI,4,FocalData MRP (List),25.92%,47.24%,7.05%,4.46%,,,14.99%,,Lab
UKPARL.2025.SOI,5,AVERAGE,25.62%,49.48%,4.17%,5.25%,0.00%,0.00%,13.34%,1.75%,TRUE
UKPARL.2025.SOP,1,YOUGOV MRPs (List),29.00%,41.00%,7.00%,6.00%,0.00%,0.00%,17.00%,0.00%,Lab
UKPARL.2025.SOP,2,IPSOS MRP (List),27.00%,49.00%,8.00%,3.00%,NA,NA,12.00%,1.00%,Lab
UKPARL.2025.SOP,3,Survation MRP (List),26.61%,47.89%,9.00%,3.27%,NI,NI,11.52%,1.71%,Lab
UKPARL.2025.SOP,4,FocalData MRP (List),27.19%,44.80%,8.79%,3.86%,,,14.76%,,Lab
UKPARL.2025.SOP,5,AVERAGE,27.45%,45.67%,8.20%,4.03%,0.00%,0.00%,13.82%,0.90%,TRUE
UKPARL.2025.SOT,1,YOUGOV MRPs (List),13.00%,54.00%,7.00%,9.00%,0.00%,0.00%,16.00%,2.00%,Lab
UKPARL.2025.SOT,2,IPSOS MRP (List),18.00%,54.00%,6.00%,8.00%,NA,NA,12.00%,1.00%,Lab
UKPARL.2025.SOT,3,Survation MRP (List),23.10%,50.49%,7.04%,5.66%,NI,NI,11.02%,2.70%,Lab
UKPARL.2025.SOT,4,FocalData MRP (List),18.56%,49.38%,10.59%,6.62%,,,14.38%,,Lab
UKPARL.2025.SOT,5,AVERAGE,18.17%,51.97%,7.66%,7.32%,0.00%,0.00%,13.35%,1.90%,TRUE
UKPARL.2025.SPL,1,YOUGOV MRPs (List),29.00%,30.00%,15.00%,6.00%,0.00%,0.00%,20.00%,0.00%,Lab
UKPARL.2025.SPL,2,IPSOS MRP (List),31.00%,30.00%,17.00%,4.00%,NA,NA,16.00%,1.00%,Lab
UKPARL.2025.SPL,3,Survation MRP (List),30.37%,29.99%,22.61%,5.22%,NI,NI,9.72%,2.10%,Lab
UKPARL.2025.SPL,4,FocalData MRP (List),31.66%,34.72%,12.64%,5.14%,,,15.57%,,Lab
UKPARL.2025.SPL,5,AVERAGE,30.51%,31.18%,16.81%,5.09%,0.00%,0.00%,15.32%,1.03%,TRUE
UKPARL.2025.SPT,1,YOUGOV MRPs (List),10.00%,59.00%,6.00%,11.00%,0.00%,0.00%,13.00%,0.00%,Lab
UKPARL.2025.SPT,2,IPSOS MRP (List),13.00%,62.00%,6.00%,7.00%,NA,NA,10.00%,1.00%,Lab
UKPARL.2025.SPT,3,Survation MRP (List),12.29%,47.08%,6.52%,18.51%,NI,NI,13.37%,2.23%,Lab
UKPARL.2025.SPT,4,FocalData MRP (List),11.96%,58.99%,5.24%,6.61%,,,16.80%,,Lab
UKPARL.2025.SPT,5,AVERAGE,11.81%,56.77%,5.94%,10.78%,0.00%,0.00%,13.29%,1.08%,TRUE
UKPARL.2025.SPV,1,YOUGOV MRPs (List),22.00%,44.00%,7.00%,4.00%,0.00%,0.00%,22.00%,1.00%,Lab
UKPARL.2025.SPV,2,IPSOS MRP (List),27.00%,48.00%,4.00%,5.00%,NA,NA,14.00%,1.00%,Lab
UKPARL.2025.SPV,3,Survation MRP (List),21.51%,52.28%,3.74%,5.11%,NI,NI,15.42%,1.94%,Lab
UKPARL.2025.SPV,4,FocalData MRP (List),23.90%,43.83%,5.85%,3.93%,,,21.85%,,Lab
UKPARL.2025.SPV,5,AVERAGE,23.60%,47.03%,5.15%,4.51%,0.00%,0.00%,18.32%,1.31%,TRUE
UKPARL.2025.SRH,1,YOUGOV MRPs (List),30.00%,8.00%,42.00%,4.00%,0.00%,0.00%,15.00%,1.00%,LD
UKPARL.2025.SRH,2,IPSOS MRP (List),35.00%,18.00%,29.00%,4.00%,NA,NA,12.00%,0.00%,LD
UKPARL.2025.SRH,3,Survation MRP (List),36.53%,16.91%,30.62%,5.82%,NI,NI,8.71%,1.41%,LD
UKPARL.2025.SRH,4,FocalData MRP (List),31.47%,16.88%,31.64%,4.35%,,,15.44%,,LD
UKPARL.2025.SRH,5,AVERAGE,33.25%,14.95%,33.31%,4.54%,0.00%,0.00%,12.79%,0.80%,TRUE
UKPARL.2025.SRI,1,YOUGOV MRPs (List),26.00%,46.00%,4.00%,6.00%,0.00%,0.00%,18.00%,0.00%,Lab
UKPARL.2025.SRI,2,IPSOS MRP (List),24.00%,48.00%,4.00%,4.00%,NA,NA,19.00%,NA,Lab
UKPARL.2025.SRI,3,Survation MRP (List),26.64%,47.03%,4.27%,3.62%,NI,NI,18.44%,NI,Lab
UKPARL.2025.SRI,4,FocalData MRP (List),25.95%,46.61%,5.66%,4.73%,,,17.06%,,Lab
UKPARL.2025.SRI,5,AVERAGE,25.65%,46.91%,4.48%,4.59%,0.00%,0.00%,18.12%,0.00%,TRUE
UKPARL.2025.SSE,1,YOUGOV MRPs (List),17.00%,56.00%,12.00%,5.00%,0.00%,0.00%,0.00%,11.00%,Lab
UKPARL.2025.SSE,2,IPSOS MRP (List),28.00%,58.00%,5.00%,7.00%,NA,NA,NA,1.00%,Lab
UKPARL.2025.SSE,3,Survation MRP (List),25.70%,63.81%,7.39%,0.66%,NI,NI,NI,2.44%,Lab
UKPARL.2025.SSE,4,FocalData MRP (List),18.35%,67.75%,5.75%,6.17%,,,0.00%,,Lab
UKPARL.2025.SSE,5,AVERAGE,22.26%,61.39%,7.53%,4.71%,0.00%,0.00%,0.00%,4.81%,TRUE
UKPARL.2025.SSF,1,YOUGOV MRPs (List),36.00%,27.00%,8.00%,8.00%,0.00%,0.00%,21.00%,0.00%,Lab
UKPARL.2025.SSF,2,IPSOS MRP (List),34.00%,32.00%,9.00%,7.00%,NA,NA,16.00%,NA,Lab
UKPARL.2025.SSF,3,Survation MRP (List),24.69%,25.75%,11.18%,12.14%,NI,NI,26.24%,NI,Lab
UKPARL.2025.SSF,4,FocalData MRP (List),33.42%,28.41%,10.58%,6.83%,,,20.76%,,Lab
UKPARL.2025.SSF,5,AVERAGE,32.03%,28.29%,9.69%,8.49%,0.00%,0.00%,21.00%,0.00%,TRUE
UKPARL.2025.SSH,1,YOUGOV MRPs (List),5.00%,53.00%,5.00%,9.00%,0.00%,0.00%,20.00%,8.00%,Lab
UKPARL.2025.SSH,2,IPSOS MRP (List),14.00%,56.00%,3.00%,9.00%,NA,NA,16.00%,1.00%,Lab
UKPARL.2025.SSH,3,Survation MRP (List),9.46%,47.27%,3.92%,13.72%,NI,NI,21.19%,4.45%,Lab
UKPARL.2025.SSH,4,FocalData MRP (List),11.43%,51.86%,4.04%,7.19%,,,24.48%,,Lab
UKPARL.2025.SSH,5,AVERAGE,9.97%,52.03%,3.99%,9.73%,0.00%,0.00%,20.42%,4.48%,TRUE
UKPARL.2025.SSO,1,YOUGOV MRPs (List),31.00%,17.00%,30.00%,4.00%,0.00%,0.00%,18.00%,0.00%,LD
UKPARL.2025.SSO,2,IPSOS MRP (List),39.00%,26.00%,15.00%,4.00%,NA,NA,15.00%,NA,Lab
UKPARL.2025.SSO,3,Survation MRP (List),32.48%,26.83%,15.26%,6.25%,NI,NI,19.19%,NI,Lab
UKPARL.2025.SSO,4,FocalData MRP (List),34.78%,23.39%,16.13%,5.25%,,,20.45%,,Lab
UKPARL.2025.SSO,5,AVERAGE,34.32%,23.31%,19.10%,4.87%,0.00%,0.00%,18.16%,0.00%,FALSE
UKPARL.2025.STA,1,YOUGOV MRPs (List),14.00%,7.00%,62.00%,4.00%,0.00%,0.00%,9.00%,3.00%,LD
UKPARL.2025.STA,2,IPSOS MRP (List),17.00%,15.00%,56.00%,4.00%,NA,NA,7.00%,1.00%,LD
UKPARL.2025.STA,3,Survation MRP (List),18.73%,15.35%,45.45%,6.69%,NI,NI,8.58%,5.21%,LD
UKPARL.2025.STA,4,FocalData MRP (List),21.55%,8.59%,55.60%,4.38%,,,9.42%,,LD
UKPARL.2025.STA,5,AVERAGE,17.82%,11.48%,54.76%,4.77%,0.00%,0.00%,8.50%,3.07%,TRUE
UKPARL.2025.STC,1,YOUGOV MRPs (List),17.00%,41.00%,4.00%,7.00%,0.00%,0.00%,26.00%,3.00%,Lab
UKPARL.2025.STC,2,IPSOS MRP (List),23.00%,51.00%,3.00%,4.00%,NA,NA,16.00%,1.00%,Lab
UKPARL.2025.STC,3,Survation MRP (List),22.29%,48.07%,2.28%,3.47%,NI,NI,21.68%,2.21%,Lab
UKPARL.2025.STC,4,FocalData MRP (List),19.82%,49.95%,3.56%,4.08%,,,22.30%,,Lab
UKPARL.2025.STC,5,AVERAGE,20.53%,47.51%,3.21%,4.64%,0.00%,0.00%,21.50%,2.07%,TRUE
UKPARL.2025.STF,1,YOUGOV MRPs (List),30.00%,37.00%,4.00%,7.00%,0.00%,0.00%,21.00%,0.00%,Lab
UKPARL.2025.STF,2,IPSOS MRP (List),29.00%,45.00%,4.00%,5.00%,NA,NA,16.00%,0.00%,Lab
UKPARL.2025.STF,3,Survation MRP (List),24.43%,47.87%,2.81%,6.73%,NI,NI,17.15%,1.01%,Lab
UKPARL.2025.STF,4,FocalData MRP (List),29.29%,43.55%,5.75%,5.22%,,,15.95%,,Lab
UKPARL.2025.STF,5,AVERAGE,28.18%,43.35%,4.14%,5.99%,0.00%,0.00%,17.53%,0.34%,TRUE
UKPARL.2025.STG,1,YOUGOV MRPs (List),16.00%,27.00%,4.00%,3.00%,43.00%,0.00%,7.00%,0.00%,SNP
UKPARL.2025.STG,2,IPSOS MRP (List),17.00%,32.00%,5.00%,3.00%,36.00%,NA,7.00%,NA,SNP
UKPARL.2025.STG,3,Survation MRP (List),19.09%,23.43%,10.05%,5.82%,33.92%,NI,7.69%,NI,SNP
UKPARL.2025.STG,4,FocalData MRP (List),19.63%,23.89%,8.58%,4.74%,32.82%,,10.33%,,SNP
UKPARL.2025.STG,5,AVERAGE,17.93%,26.58%,6.91%,4.14%,36.43%,0.00%,8.01%,0.00%,TRUE
UKPARL.2025.STM,1,YOUGOV MRPs (List),29.00%,38.00%,4.00%,4.00%,0.00%,0.00%,25.00%,0.00%,Lab
UKPARL.2025.STM,2,IPSOS MRP (List),35.00%,38.00%,5.00%,4.00%,NA,NA,18.00%,NA,Lab
UKPARL.2025.STM,3,Survation MRP (List),27.73%,38.37%,3.41%,5.48%,NI,NI,25.02%,NI,Lab
UKPARL.2025.STM,4,FocalData MRP (List),28.70%,38.62%,5.01%,4.24%,,,23.42%,,Lab
UKPARL.2025.STM,5,AVERAGE,30.11%,38.25%,4.36%,4.43%,0.00%,0.00%,22.86%,0.00%,TRUE
UKPARL.2025.STN,1,YOUGOV MRPs (List),23.00%,44.00%,4.00%,4.00%,0.00%,0.00%,24.00%,1.00%,Lab
UKPARL.2025.STN,2,IPSOS MRP (List),31.00%,48.00%,3.00%,3.00%,NA,NA,15.00%,1.00%,Lab
UKPARL.2025.STN,3,Survation MRP (List),27.50%,45.28%,2.62%,2.91%,NI,NI,19.44%,2.26%,Lab
UKPARL.2025.STN,4,FocalData MRP (List),23.23%,42.44%,3.89%,3.71%,,,26.47%,,Lab
UKPARL.2025.STN,5,AVERAGE,26.18%,44.93%,3.38%,3.40%,0.00%,0.00%,21.23%,1.42%,TRUE
UKPARL.2025.STR,1,YOUGOV MRPs (List),24.00%,51.00%,4.00%,9.00%,0.00%,0.00%,12.00%,0.00%,Lab
UKPARL.2025.STR,2,IPSOS MRP (List),21.00%,52.00%,6.00%,6.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.STR,3,Survation MRP (List),25.70%,44.03%,1.00%,20.04%,NI,NI,7.16%,2.08%,Lab
UKPARL.2025.STR,4,FocalData MRP (List),22.26%,52.17%,4.09%,7.61%,,,13.18%,,Lab
UKPARL.2025.STR,5,AVERAGE,23.24%,49.80%,3.77%,10.66%,0.00%,0.00%,11.59%,0.69%,TRUE
UKPARL.2025.STS,1,YOUGOV MRPs (List),33.00%,44.00%,3.00%,4.00%,0.00%,0.00%,16.00%,0.00%,Lab
UKPARL.2025.STS,2,IPSOS MRP (List),34.00%,42.00%,3.00%,3.00%,NA,NA,17.00%,0.00%,Lab
UKPARL.2025.STS,3,Survation MRP (List),30.04%,41.22%,2.52%,5.31%,NI,NI,19.65%,1.26%,Lab
UKPARL.2025.STS,4,FocalData MRP (List),31.13%,37.09%,5.56%,3.97%,,,21.90%,,Lab
UKPARL.2025.STS,5,AVERAGE,32.04%,41.08%,3.52%,4.07%,0.00%,0.00%,18.64%,0.42%,TRUE
UKPARL.2025.STV,1,YOUGOV MRPs (List),22.00%,9.00%,53.00%,3.00%,0.00%,0.00%,12.00%,1.00%,LD
UKPARL.2025.STV,2,IPSOS MRP (List),27.00%,17.00%,40.00%,5.00%,NA,NA,11.00%,0.00%,LD
UKPARL.2025.STV,3,Survation MRP (List),23.07%,16.98%,45.07%,4.51%,NI,NI,9.71%,0.66%,LD
UKPARL.2025.STV,4,FocalData MRP (List),25.95%,11.87%,40.02%,4.27%,,,17.62%,,LD
UKPARL.2025.STV,5,AVERAGE,24.50%,13.71%,44.52%,4.20%,0.00%,0.00%,12.58%,0.55%,TRUE
UKPARL.2025.SUN,1,YOUGOV MRPs (List),14.00%,43.00%,13.00%,10.00%,0.00%,0.00%,19.00%,0.00%,Lab
UKPARL.2025.SUN,2,IPSOS MRP (List),18.00%,51.00%,6.00%,7.00%,NA,NA,17.00%,NA,Lab
UKPARL.2025.SUN,3,Survation MRP (List),14.53%,51.59%,5.32%,3.36%,NI,NI,25.21%,NI,Lab
UKPARL.2025.SUN,4,FocalData MRP (List),18.45%,47.58%,4.63%,5.81%,,,23.53%,,Lab
UKPARL.2025.SUN,5,AVERAGE,16.25%,48.29%,7.24%,6.54%,0.00%,0.00%,21.19%,0.00%,TRUE
UKPARL.2025.SUT,1,YOUGOV MRPs (List),40.00%,35.00%,5.00%,6.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.SUT,2,IPSOS MRP (List),33.00%,39.00%,5.00%,3.00%,NA,NA,18.00%,1.00%,Lab
UKPARL.2025.SUT,3,Survation MRP (List),26.62%,39.77%,4.94%,6.48%,NI,NI,21.38%,0.80%,Lab
UKPARL.2025.SUT,4,FocalData MRP (List),37.51%,32.78%,9.06%,5.55%,,,14.80%,,Lab
UKPARL.2025.SUT,5,AVERAGE,34.28%,36.64%,6.00%,5.26%,0.00%,0.00%,17.05%,0.60%,TRUE
UKPARL.2025.SVG,1,YOUGOV MRPs (List),27.00%,43.00%,5.00%,7.00%,0.00%,0.00%,18.00%,1.00%,Lab
UKPARL.2025.SVG,2,IPSOS MRP (List),27.00%,50.00%,6.00%,5.00%,NA,NA,11.00%,1.00%,Lab
UKPARL.2025.SVG,3,Survation MRP (List),29.22%,40.30%,7.56%,3.65%,NI,NI,15.74%,3.53%,Lab
UKPARL.2025.SVG,4,FocalData MRP (List),27.13%,43.03%,7.18%,4.63%,,,17.71%,,Lab
UKPARL.2025.SVG,5,AVERAGE,27.59%,44.08%,6.43%,5.07%,0.00%,0.00%,15.61%,1.84%,TRUE
UKPARL.2025.SWD,1,YOUGOV MRPs (List),37.00%,28.00%,11.00%,7.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.SWD,2,IPSOS MRP (List),35.00%,38.00%,9.00%,4.00%,NA,NA,12.00%,0.00%,Lab
UKPARL.2025.SWD,3,Survation MRP (List),27.46%,33.28%,6.63%,7.33%,NI,NI,24.37%,0.93%,Lab
UKPARL.2025.SWD,4,FocalData MRP (List),32.74%,32.18%,9.81%,5.31%,,,19.07%,,Lab
UKPARL.2025.SWD,5,AVERAGE,33.05%,32.87%,9.11%,5.91%,0.00%,0.00%,17.86%,0.64%,TRUE
UKPARL.2025.SWF,1,YOUGOV MRPs (List),26.00%,37.00%,5.00%,5.00%,0.00%,0.00%,27.00%,0.00%,Lab
UKPARL.2025.SWF,2,IPSOS MRP (List),32.00%,39.00%,5.00%,5.00%,NA,NA,18.00%,0.00%,Lab
UKPARL.2025.SWF,3,Survation MRP (List),27.19%,45.13%,4.32%,4.29%,NI,NI,17.70%,1.37%,Lab
UKPARL.2025.SWF,4,FocalData MRP (List),29.24%,36.71%,7.45%,5.08%,,,21.24%,,Lab
UKPARL.2025.SWF,5,AVERAGE,28.61%,39.46%,5.44%,4.84%,0.00%,0.00%,20.99%,0.46%,TRUE
UKPARL.2025.SWG,1,YOUGOV MRPs (List),13.00%,56.00%,8.00%,11.00%,0.00%,0.00%,11.00%,1.00%,Lab
UKPARL.2025.SWG,2,IPSOS MRP (List),16.00%,52.00%,6.00%,12.00%,NA,NA,10.00%,3.00%,Lab
UKPARL.2025.SWG,3,Survation MRP (List),19.00%,48.96%,12.27%,10.92%,NI,NI,4.98%,3.86%,Lab
UKPARL.2025.SWG,4,FocalData MRP (List),15.75%,61.76%,7.38%,6.23%,,,8.43%,,Lab
UKPARL.2025.SWG,5,AVERAGE,15.94%,54.68%,8.41%,10.04%,0.00%,0.00%,8.60%,2.62%,TRUE
UKPARL.2025.SWH,1,YOUGOV MRPs (List),34.00%,28.00%,16.00%,5.00%,0.00%,0.00%,17.00%,1.00%,Lab
UKPARL.2025.SWH,2,IPSOS MRP (List),33.00%,29.00%,15.00%,5.00%,NA,NA,15.00%,1.00%,Lab
UKPARL.2025.SWH,3,Survation MRP (List),25.09%,28.20%,12.31%,9.04%,NI,NI,20.22%,5.14%,Lab
UKPARL.2025.SWH,4,FocalData MRP (List),32.24%,28.75%,11.64%,5.44%,,,20.31%,,Lab
UKPARL.2025.SWH,5,AVERAGE,31.08%,28.49%,13.74%,6.12%,0.00%,0.00%,18.13%,2.38%,TRUE
UKPARL.2025.SWL,1,YOUGOV MRPs (List),28.00%,36.00%,6.00%,3.00%,0.00%,0.00%,24.00%,3.00%,Lab
UKPARL.2025.SWL,2,IPSOS MRP (List),32.00%,44.00%,6.00%,3.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.SWL,3,Survation MRP (List),31.58%,39.77%,7.46%,1.84%,NI,NI,15.86%,3.50%,Lab
UKPARL.2025.SWL,4,FocalData MRP (List),32.66%,33.66%,7.57%,5.60%,,,20.15%,,Lab
UKPARL.2025.SWL,5,AVERAGE,31.06%,38.36%,6.76%,3.36%,0.00%,0.00%,18.50%,2.17%,TRUE
UKPARL.2025.SWN,1,YOUGOV MRPs (List),33.00%,29.00%,6.00%,5.00%,0.00%,0.00%,25.00%,1.00%,Lab
UKPARL.2025.SWN,2,IPSOS MRP (List),31.00%,26.00%,8.00%,4.00%,NA,NA,30.00%,0.00%,Lab
UKPARL.2025.SWN,3,Survation MRP (List),33.47%,35.17%,5.26%,6.81%,NI,NI,13.18%,6.11%,Lab
UKPARL.2025.SWN,4,FocalData MRP (List),38.24%,31.21%,5.91%,3.97%,,,20.16%,,Lab
UKPARL.2025.SWN,5,AVERAGE,33.93%,30.35%,6.29%,4.95%,0.00%,0.00%,22.09%,2.37%,TRUE
UKPARL.2025.SWS,1,YOUGOV MRPs (List),35.00%,29.00%,19.00%,4.00%,0.00%,0.00%,13.00%,0.00%,Lab
UKPARL.2025.SWS,2,IPSOS MRP (List),39.00%,30.00%,5.00%,8.00%,NA,NA,14.00%,2.00%,Lab
UKPARL.2025.SWS,3,Survation MRP (List),28.94%,37.16%,7.27%,9.45%,NI,NI,15.78%,1.41%,Lab
UKPARL.2025.SWS,4,FocalData MRP (List),36.89%,26.21%,13.25%,5.64%,,,17.68%,,Lab
UKPARL.2025.SWS,5,AVERAGE,34.96%,30.59%,11.13%,6.77%,0.00%,0.00%,15.12%,1.14%,TRUE
UKPARL.2025.SWT,1,YOUGOV MRPs (List),9.00%,43.00%,8.00%,5.00%,0.00%,10.00%,17.00%,7.00%,Lab
UKPARL.2025.SWT,2,IPSOS MRP (List),14.00%,50.00%,5.00%,8.00%,NA,8.00%,13.00%,1.00%,Lab
UKPARL.2025.SWT,3,Survation MRP (List),13.52%,54.73%,2.83%,3.57%,NI,10.38%,12.88%,2.08%,Lab
UKPARL.2025.SWT,4,FocalData MRP (List),14.77%,56.65%,4.23%,4.54%,,3.75%,15.66%,,Lab
UKPARL.2025.SWT,5,AVERAGE,12.82%,51.09%,5.02%,5.28%,0.00%,8.03%,14.63%,3.36%,TRUE
UKPARL.2025.SWW,1,YOUGOV MRPs (List),30.00%,30.00%,11.00%,9.00%,0.00%,0.00%,20.00%,0.00%,Lab
