Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.SCB,3,MIC MRP (List),31.17%,19.73%,41.44%,2.10%,0.00%,0.00%,5.26%,0.30%,LD
UKPARL.2025.SCB,4,Survation MRP (List),24.85%,24.41%,39.60%,1.49%,NI,NI,8.15%,1.51%,LD
UKPARL.2025.SCB,5,AVERAGE,26.73%,22.61%,40.69%,2.57%,0.00%,0.00%,6.70%,0.70%,TRUE
UKPARL.2025.SCE,1,YOUGOV MRPs (List),1.89%,68.62%,5.66%,19.09%,0.00%,0.00%,3.93%,0.81%,Lab
UKPARL.2025.SCE,2,Electoral Calculus MRP (List),5.00%,52.00%,3.00%,34.00%,0.00%,0.00%,5.00%,2.00%,Lab
UKPARL.2025.SCE,3,MIC MRP (List),8.07%,51.26%,6.49%,26.37%,0.00%,0.00%,4.75%,3.06%,Lab
UKPARL.2025.SCE,4,Survation MRP (List),9.37%,62.60%,10.91%,12.02%,NI,NI,NI,5.10%,Lab
UKPARL.2025.SCE,5,AVERAGE,6.08%,58.62%,6.52%,22.87%,0.00%,0.00%,4.56%,2.74%,TRUE
UKPARL.2025.SCN,1,YOUGOV MRPs (List),8.04%,64.59%,11.72%,10.02%,0.00%,0.00%,4.80%,0.83%,Lab
UKPARL.2025.SCN,2,Electoral Calculus MRP (List),8.00%,62.00%,8.00%,13.00%,0.00%,0.00%,7.00%,1.00%,Lab
UKPARL.2025.SCN,3,MIC MRP (List),14.13%,58.31%,11.58%,10.69%,0.00%,0.00%,4.06%,1.23%,Lab
UKPARL.2025.SCN,4,Survation MRP (List),12.06%,53.36%,17.55%,6.19%,NI,NI,6.75%,4.09%,Lab
UKPARL.2025.SCN,5,AVERAGE,10.56%,59.57%,12.21%,9.97%,0.00%,0.00%,5.65%,1.79%,TRUE
UKPARL.2025.SCT,1,YOUGOV MRPs (List),33.91%,16.99%,36.22%,3.50%,0.00%,0.00%,8.56%,0.82%,LD
UKPARL.2025.SCT,2,Electoral Calculus MRP (List),33.00%,24.00%,30.00%,4.00%,0.00%,0.00%,10.00%,0.00%,LD
UKPARL.2025.SCT,3,MIC MRP (List),40.25%,18.20%,31.23%,3.56%,0.00%,0.00%,6.45%,0.31%,LD
UKPARL.2025.SCT,4,Survation MRP (List),30.35%,20.72%,29.08%,6.90%,NI,NI,11.83%,1.11%,LD
UKPARL.2025.SCT,5,AVERAGE,34.38%,19.98%,31.63%,4.49%,0.00%,0.00%,9.21%,0.56%,TRUE
UKPARL.2025.SCU,1,YOUGOV MRPs (List),29.41%,47.55%,3.60%,4.39%,0.00%,0.00%,14.24%,0.81%,Lab
UKPARL.2025.SCU,2,Electoral Calculus MRP (List),29.00%,49.00%,2.00%,3.00%,0.00%,0.00%,16.00%,0.00%,Lab
UKPARL.2025.SCU,3,MIC MRP (List),36.81%,44.99%,4.31%,3.38%,0.00%,0.00%,9.77%,0.74%,Lab
UKPARL.2025.SCU,4,Survation MRP (List),26.51%,48.08%,2.32%,3.37%,NI,NI,18.40%,1.31%,Lab
UKPARL.2025.SCU,5,AVERAGE,30.43%,47.40%,3.06%,3.54%,0.00%,0.00%,14.60%,0.71%,TRUE
UKPARL.2025.SDE,1,YOUGOV MRPs (List),35.33%,39.42%,6.01%,5.66%,0.00%,0.00%,12.77%,0.81%,Lab
UKPARL.2025.SDE,2,Electoral Calculus MRP (List),31.00%,45.00%,3.00%,6.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.SDE,3,MIC MRP (List),38.19%,41.21%,5.90%,3.45%,0.00%,0.00%,10.29%,0.96%,Lab
UKPARL.2025.SDE,4,Survation MRP (List),28.15%,40.94%,3.87%,7.64%,NI,NI,17.32%,2.07%,Lab
UKPARL.2025.SDE,5,AVERAGE,33.17%,41.64%,4.70%,5.69%,0.00%,0.00%,13.84%,1.21%,TRUE
UKPARL.2025.SDS,1,YOUGOV MRPs (List),32.89%,34.23%,13.35%,5.88%,0.00%,0.00%,12.82%,0.82%,Lab
UKPARL.2025.SDS,2,Electoral Calculus MRP (List),29.00%,40.00%,10.00%,7.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.SDS,3,MIC MRP (List),35.18%,32.47%,15.12%,6.21%,0.00%,0.00%,10.39%,0.63%,Lab
UKPARL.2025.SDS,4,Survation MRP (List),23.09%,31.25%,13.12%,7.23%,NI,NI,24.33%,0.99%,Lab
UKPARL.2025.SDS,5,AVERAGE,30.04%,34.49%,12.90%,6.58%,0.00%,0.00%,15.14%,0.86%,TRUE
UKPARL.2025.SDV,1,YOUGOV MRPs (List),31.78%,16.95%,38.57%,2.41%,0.00%,0.00%,9.47%,0.82%,LD
UKPARL.2025.SDV,2,Electoral Calculus MRP (List),34.00%,30.00%,21.00%,4.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.SDV,3,MIC MRP (List),34.21%,22.77%,28.12%,5.03%,0.00%,0.00%,9.28%,0.60%,LD
UKPARL.2025.SDV,4,Survation MRP (List),23.22%,23.45%,35.49%,3.39%,NI,NI,13.76%,0.69%,LD
UKPARL.2025.SDV,5,AVERAGE,30.80%,23.29%,30.80%,3.71%,0.00%,0.00%,10.63%,0.78%,FALSE
UKPARL.2025.SEC,1,YOUGOV MRPs (List),37.67%,30.27%,13.02%,5.41%,0.00%,0.00%,12.81%,0.82%,Lab
UKPARL.2025.SEC,2,Electoral Calculus MRP (List),32.00%,34.00%,13.00%,6.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.SEC,3,MIC MRP (List),40.29%,29.65%,16.54%,4.21%,0.00%,0.00%,8.58%,0.73%,Lab
UKPARL.2025.SEC,4,Survation MRP (List),25.21%,42.53%,8.05%,3.87%,NI,NI,19.64%,0.71%,Lab
UKPARL.2025.SEC,5,AVERAGE,33.79%,34.11%,12.65%,4.87%,0.00%,0.00%,14.01%,0.81%,TRUE
UKPARL.2025.SEF,1,YOUGOV MRPs (List),19.05%,63.89%,4.14%,4.57%,0.00%,0.00%,7.56%,0.79%,Lab
UKPARL.2025.SEF,2,Electoral Calculus MRP (List),18.00%,62.00%,4.00%,6.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.SEF,3,MIC MRP (List),25.75%,57.63%,5.39%,3.38%,0.00%,0.00%,6.61%,1.23%,Lab
UKPARL.2025.SEF,4,Survation MRP (List),14.41%,60.48%,5.66%,9.00%,NI,NI,9.16%,1.29%,Lab
UKPARL.2025.SEF,5,AVERAGE,19.30%,61.00%,4.80%,5.74%,0.00%,0.00%,8.33%,1.08%,TRUE
UKPARL.2025.SER,1,YOUGOV MRPs (List),34.33%,41.49%,5.89%,4.56%,0.00%,0.00%,12.93%,0.81%,Lab
UKPARL.2025.SER,2,Electoral Calculus MRP (List),26.00%,46.00%,6.00%,5.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.SER,3,MIC MRP (List),39.06%,42.46%,6.40%,2.55%,0.00%,0.00%,8.10%,1.42%,Lab
UKPARL.2025.SER,4,Survation MRP (List),32.37%,43.65%,7.73%,1.98%,NI,NI,11.23%,3.05%,Lab
UKPARL.2025.SER,5,AVERAGE,32.94%,43.40%,6.50%,3.52%,0.00%,0.00%,11.82%,1.57%,TRUE
UKPARL.2025.SEV,1,YOUGOV MRPs (List),40.30%,22.85%,18.34%,5.82%,0.00%,0.00%,11.89%,0.80%,Lab
UKPARL.2025.SEV,2,Electoral Calculus MRP (List),35.00%,32.00%,14.00%,6.00%,0.00%,0.00%,12.00%,0.00%,Lab
UKPARL.2025.SEV,3,MIC MRP (List),38.60%,25.53%,18.32%,7.35%,0.00%,0.00%,9.34%,0.86%,Lab
UKPARL.2025.SEV,4,Survation MRP (List),29.89%,22.06%,20.73%,5.02%,NI,NI,21.40%,0.89%,Lab
UKPARL.2025.SEV,5,AVERAGE,35.95%,25.61%,17.85%,6.05%,0.00%,0.00%,13.66%,0.64%,TRUE
UKPARL.2025.SFC,1,YOUGOV MRPs (List),35.98%,33.57%,9.77%,7.55%,0.00%,0.00%,12.31%,0.82%,Lab
UKPARL.2025.SFC,2,Electoral Calculus MRP (List),33.00%,37.00%,11.00%,7.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.SFC,3,MIC MRP (List),33.11%,26.89%,20.75%,7.99%,0.00%,0.00%,10.34%,0.92%,Lab
UKPARL.2025.SFC,4,Survation MRP (List),29.96%,35.47%,13.10%,8.63%,NI,NI,12.83%,NI,Lab
UKPARL.2025.SFC,5,AVERAGE,33.01%,33.23%,13.66%,7.79%,0.00%,0.00%,11.62%,0.58%,TRUE
UKPARL.2025.SFD,1,YOUGOV MRPs (List),7.68%,64.35%,4.29%,12.22%,0.00%,0.00%,10.62%,0.83%,Lab
UKPARL.2025.SFD,2,Electoral Calculus MRP (List),8.00%,66.00%,4.00%,9.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.SFD,3,MIC MRP (List),17.07%,62.79%,5.50%,4.55%,0.00%,0.00%,9.10%,0.99%,Lab
UKPARL.2025.SFD,4,Survation MRP (List),13.49%,62.25%,4.54%,5.54%,NI,NI,9.36%,4.81%,Lab
UKPARL.2025.SFD,5,AVERAGE,11.56%,63.85%,4.58%,7.83%,0.00%,0.00%,10.27%,1.91%,TRUE
UKPARL.2025.SGW,1,YOUGOV MRPs (List),39.50%,35.89%,6.07%,4.40%,0.00%,0.00%,13.34%,0.81%,Lab
UKPARL.2025.SGW,2,Electoral Calculus MRP (List),38.00%,41.00%,4.00%,5.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.SGW,3,MIC MRP (List),45.19%,33.90%,8.90%,4.45%,0.00%,0.00%,6.97%,0.58%,Lab
UKPARL.2025.SGW,4,Survation MRP (List),41.83%,50.78%,3.09%,3.50%,NI,NI,NI,0.80%,Lab
UKPARL.2025.SGW,5,AVERAGE,41.13%,40.39%,5.52%,4.34%,0.00%,0.00%,10.77%,0.80%,TRUE
UKPARL.2025.SHA,1,YOUGOV MRPs (List),14.33%,41.46%,25.06%,7.94%,0.00%,0.00%,6.85%,4.37%,Lab
UKPARL.2025.SHA,2,Electoral Calculus MRP (List),12.00%,37.00%,34.00%,8.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.SHA,3,MIC MRP (List),16.96%,37.03%,33.18%,4.22%,0.00%,0.00%,8.08%,0.54%,Lab
UKPARL.2025.SHA,4,Survation MRP (List),19.25%,50.92%,17.48%,10.50%,NI,NI,NI,1.85%,Lab
UKPARL.2025.SHA,5,AVERAGE,15.63%,41.60%,27.43%,7.66%,0.00%,0.00%,7.64%,1.94%,TRUE
UKPARL.2025.SHD,1,YOUGOV MRPs (List),42.77%,30.21%,4.91%,3.94%,0.00%,0.00%,17.36%,0.81%,Lab
UKPARL.2025.SHD,2,Electoral Calculus MRP (List),40.00%,35.00%,4.00%,3.00%,0.00%,0.00%,17.00%,1.00%,Lab
UKPARL.2025.SHD,3,MIC MRP (List),48.01%,29.06%,8.07%,4.06%,0.00%,0.00%,10.01%,0.78%,Lab
UKPARL.2025.SHD,4,Survation MRP (List),34.73%,24.25%,5.36%,5.23%,NI,NI,28.01%,2.42%,Lab
UKPARL.2025.SHD,5,AVERAGE,41.38%,29.63%,5.59%,4.06%,0.00%,0.00%,18.10%,1.25%,TRUE
UKPARL.2025.SHE,1,YOUGOV MRPs (List),11.43%,61.89%,5.23%,10.00%,0.00%,0.00%,10.62%,0.83%,Lab
UKPARL.2025.SHE,2,Electoral Calculus MRP (List),11.00%,61.00%,5.00%,11.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.SHE,3,MIC MRP (List),18.35%,54.06%,9.23%,7.59%,0.00%,0.00%,9.96%,0.81%,Lab
UKPARL.2025.SHE,4,Survation MRP (List),17.11%,68.84%,4.63%,7.72%,NI,NI,NI,1.71%,Lab
UKPARL.2025.SHE,5,AVERAGE,14.47%,61.45%,6.02%,9.08%,0.00%,0.00%,10.86%,1.09%,TRUE
UKPARL.2025.SHN,1,YOUGOV MRPs (List),10.97%,60.37%,4.52%,9.99%,0.00%,0.00%,13.62%,0.52%,Lab
UKPARL.2025.SHN,2,Electoral Calculus MRP (List),13.00%,62.00%,3.00%,8.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.SHN,3,MIC MRP (List),19.19%,57.47%,4.97%,6.18%,0.00%,0.00%,11.02%,1.16%,Lab
UKPARL.2025.SHN,4,Survation MRP (List),11.72%,58.00%,5.14%,6.10%,NI,NI,14.17%,4.88%,Lab
UKPARL.2025.SHN,5,AVERAGE,13.72%,59.46%,4.41%,7.57%,0.00%,0.00%,12.95%,1.89%,TRUE
UKPARL.2025.SHR,1,YOUGOV MRPs (List),27.89%,47.61%,7.37%,6.06%,0.00%,0.00%,10.24%,0.82%,Lab
UKPARL.2025.SHR,2,Electoral Calculus MRP (List),28.00%,47.00%,7.00%,6.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.SHR,3,MIC MRP (List),32.25%,37.67%,13.58%,9.96%,0.00%,0.00%,5.86%,0.67%,Lab
UKPARL.2025.SHR,4,Survation MRP (List),24.88%,44.74%,7.45%,4.88%,NI,NI,16.63%,1.41%,Lab
UKPARL.2025.SHR,5,AVERAGE,28.26%,44.26%,8.85%,6.73%,0.00%,0.00%,11.18%,0.97%,TRUE
UKPARL.2025.SHS,1,YOUGOV MRPs (List),7.19%,65.51%,6.06%,8.16%,0.00%,0.00%,12.26%,0.82%,Lab
UKPARL.2025.SHS,2,Electoral Calculus MRP (List),9.00%,65.00%,5.00%,9.00%,0.00%,0.00%,11.00%,1.00%,Lab
UKPARL.2025.SHS,3,MIC MRP (List),14.99%,59.19%,6.74%,7.20%,0.00%,0.00%,10.70%,1.18%,Lab
UKPARL.2025.SHS,4,Survation MRP (List),8.36%,64.63%,4.18%,8.59%,NI,NI,11.12%,3.12%,Lab
UKPARL.2025.SHS,5,AVERAGE,9.89%,63.58%,5.49%,8.24%,0.00%,0.00%,11.27%,1.53%,TRUE
UKPARL.2025.SHY,1,YOUGOV MRPs (List),30.70%,49.41%,4.63%,5.90%,0.00%,0.00%,8.55%,0.81%,Lab
UKPARL.2025.SHY,2,Electoral Calculus MRP (List),31.00%,50.00%,3.00%,5.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.SHY,3,MIC MRP (List),31.62%,50.02%,5.16%,4.23%,0.00%,0.00%,7.17%,1.80%,Lab
UKPARL.2025.SHY,4,Survation MRP (List),24.81%,45.42%,6.60%,9.71%,NI,NI,12.61%,0.85%,Lab
UKPARL.2025.SHY,5,AVERAGE,29.53%,48.71%,4.85%,6.21%,0.00%,0.00%,9.58%,1.11%,TRUE
UKPARL.2025.SKN,1,YOUGOV MRPs (List),16.93%,55.74%,4.44%,5.62%,0.00%,0.00%,16.45%,0.83%,Lab
UKPARL.2025.SKN,2,Electoral Calculus MRP (List),19.00%,56.00%,3.00%,4.00%,0.00%,0.00%,18.00%,0.00%,Lab
UKPARL.2025.SKN,3,MIC MRP (List),26.54%,53.66%,4.55%,2.77%,0.00%,0.00%,11.00%,1.48%,Lab
UKPARL.2025.SKN,4,Survation MRP (List),23.12%,47.80%,6.20%,0.64%,NI,NI,22.24%,NI,Lab
UKPARL.2025.SKN,5,AVERAGE,21.40%,53.30%,4.55%,3.26%,0.00%,0.00%,16.92%,0.77%,TRUE
UKPARL.2025.SKW,1,YOUGOV MRPs (List),35.81%,43.09%,4.72%,3.74%,0.00%,0.00%,11.84%,0.81%,Lab
UKPARL.2025.SKW,2,Electoral Calculus MRP (List),33.00%,46.00%,5.00%,2.00%,0.00%,0.00%,13.00%,0.00%,Lab
UKPARL.2025.SKW,3,MIC MRP (List),38.33%,44.33%,4.76%,2.50%,0.00%,0.00%,9.28%,0.81%,Lab
UKPARL.2025.SKW,4,Survation MRP (List),28.22%,53.24%,2.54%,0.96%,NI,NI,11.48%,3.57%,Lab
UKPARL.2025.SKW,5,AVERAGE,33.84%,46.66%,4.25%,2.30%,0.00%,0.00%,11.40%,1.30%,TRUE
UKPARL.2025.SLE,1,YOUGOV MRPs (List),40.79%,33.39%,7.67%,5.06%,0.00%,0.00%,12.30%,0.80%,Lab
UKPARL.2025.SLE,2,Electoral Calculus MRP (List),39.00%,40.00%,4.00%,5.00%,0.00%,0.00%,12.00%,0.00%,Lab
UKPARL.2025.SLE,3,MIC MRP (List),39.60%,33.38%,10.35%,3.55%,0.00%,0.00%,12.41%,0.70%,Lab
UKPARL.2025.SLE,4,Survation MRP (List),32.23%,31.75%,8.57%,6.07%,NI,NI,21.39%,NI,Lab
UKPARL.2025.SLE,5,AVERAGE,37.91%,34.63%,7.65%,4.92%,0.00%,0.00%,14.52%,0.50%,TRUE
UKPARL.2025.SLO,1,YOUGOV MRPs (List),14.61%,50.36%,9.09%,10.66%,0.00%,0.00%,8.29%,6.99%,Lab
UKPARL.2025.SLO,2,Electoral Calculus MRP (List),14.00%,57.00%,5.00%,12.00%,0.00%,0.00%,11.00%,1.00%,Lab
UKPARL.2025.SLO,3,MIC MRP (List),21.32%,58.44%,7.45%,6.19%,0.00%,0.00%,5.14%,1.45%,Lab
UKPARL.2025.SLO,4,Survation MRP (List),19.16%,39.76%,14.67%,4.67%,NI,NI,9.26%,12.48%,Lab
UKPARL.2025.SLO,5,AVERAGE,17.27%,51.39%,9.05%,8.38%,0.00%,0.00%,8.42%,5.48%,TRUE
UKPARL.2025.SLR,1,YOUGOV MRPs (List),40.31%,32.92%,6.51%,4.43%,0.00%,0.00%,15.02%,0.80%,Lab
UKPARL.2025.SLR,2,Electoral Calculus MRP (List),37.00%,40.00%,4.00%,4.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.SLR,3,MIC MRP (List),41.31%,34.17%,7.70%,2.88%,0.00%,0.00%,11.82%,2.12%,Lab
UKPARL.2025.SLR,4,Survation MRP (List),33.35%,29.31%,10.63%,10.00%,NI,NI,15.33%,1.38%,Lab
UKPARL.2025.SLR,5,AVERAGE,37.99%,34.10%,7.21%,5.33%,0.00%,0.00%,14.04%,1.33%,TRUE
UKPARL.2025.SMK,1,YOUGOV MRPs (List),13.46%,56.28%,5.60%,8.82%,0.00%,0.00%,12.23%,3.61%,Lab
UKPARL.2025.SMK,2,Electoral Calculus MRP (List),13.00%,59.00%,3.00%,10.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.SMK,3,MIC MRP (List),21.08%,61.19%,4.76%,4.51%,0.00%,0.00%,6.70%,1.76%,Lab
UKPARL.2025.SMK,4,Survation MRP (List),15.86%,51.61%,3.57%,11.95%,NI,NI,13.17%,3.84%,Lab
UKPARL.2025.SMK,5,AVERAGE,15.85%,57.02%,4.23%,8.82%,0.00%,0.00%,11.52%,2.55%,TRUE
UKPARL.2025.SNC,1,YOUGOV MRPs (List),33.66%,25.90%,26.85%,4.77%,0.00%,0.00%,8.66%,0.16%,LD
UKPARL.2025.SNC,2,Electoral Calculus MRP (List),26.00%,32.00%,27.00%,4.00%,0.00%,0.00%,11.00%,1.00%,Lab
UKPARL.2025.SNC,3,MIC MRP (List),32.14%,25.59%,26.38%,7.23%,0.00%,0.00%,8.06%,0.60%,LD
UKPARL.2025.SNC,4,Survation MRP (List),24.47%,26.27%,29.69%,7.31%,NI,NI,10.56%,1.70%,LD
UKPARL.2025.SNC,5,AVERAGE,29.07%,27.44%,27.48%,5.83%,0.00%,0.00%,9.57%,0.86%,FALSE
UKPARL.2025.SNF,1,YOUGOV MRPs (List),35.87%,39.38%,8.69%,5.27%,0.00%,0.00%,9.97%,0.81%,Lab
UKPARL.2025.SNF,2,Electoral Calculus MRP (List),34.00%,39.00%,11.00%,5.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.SNF,3,MIC MRP (List),38.62%,32.25%,16.43%,4.80%,0.00%,0.00%,7.46%,0.44%,Lab
UKPARL.2025.SNF,4,Survation MRP (List),27.90%,33.76%,7.75%,11.75%,NI,NI,17.54%,1.31%,Lab
UKPARL.2025.SNF,5,AVERAGE,34.10%,36.10%,10.97%,6.71%,0.00%,0.00%,11.49%,0.64%,TRUE
UKPARL.2025.SNH,1,YOUGOV MRPs (List),37.97%,34.54%,8.58%,6.42%,0.00%,0.00%,11.67%,0.81%,Lab
UKPARL.2025.SNH,2,Electoral Calculus MRP (List),40.00%,40.00%,4.00%,5.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.SNH,3,MIC MRP (List),40.52%,34.60%,9.35%,4.00%,0.00%,0.00%,10.34%,1.18%,Lab
UKPARL.2025.SNH,4,Survation MRP (List),35.40%,35.60%,7.08%,4.65%,NI,NI,15.69%,1.58%,Lab
UKPARL.2025.SNH,5,AVERAGE,38.47%,36.19%,7.25%,5.02%,0.00%,0.00%,12.18%,0.89%,TRUE
UKPARL.2025.SNN,1,YOUGOV MRPs (List),33.26%,43.17%,5.66%,5.49%,0.00%,0.00%,11.60%,0.81%,Lab
UKPARL.2025.SNN,2,Electoral Calculus MRP (List),29.00%,46.00%,4.00%,7.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.SNN,3,MIC MRP (List),38.18%,42.71%,6.90%,4.20%,0.00%,0.00%,7.26%,0.76%,Lab
UKPARL.2025.SNN,4,Survation MRP (List),30.77%,40.95%,5.31%,4.12%,NI,NI,17.03%,1.82%,Lab
UKPARL.2025.SNN,5,AVERAGE,32.80%,43.21%,5.47%,5.20%,0.00%,0.00%,12.22%,1.10%,TRUE
UKPARL.2025.SNQ,1,YOUGOV MRPs (List),31.53%,37.74%,9.66%,6.14%,0.00%,0.00%,14.68%,0.25%,Lab
UKPARL.2025.SNQ,2,Electoral Calculus MRP (List),33.00%,38.00%,10.00%,4.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.SNQ,3,MIC MRP (List),37.80%,39.51%,8.88%,4.03%,0.00%,0.00%,8.26%,1.52%,Lab
UKPARL.2025.SNQ,4,Survation MRP (List),25.94%,40.09%,9.48%,8.59%,NI,NI,14.57%,1.33%,Lab
UKPARL.2025.SNQ,5,AVERAGE,32.07%,38.83%,9.51%,5.69%,0.00%,0.00%,12.88%,0.78%,TRUE
UKPARL.2025.SNS,1,YOUGOV MRPs (List),30.00%,50.82%,5.21%,4.17%,0.00%,0.00%,9.00%,0.80%,Lab
UKPARL.2025.SNS,2,Electoral Calculus MRP (List),26.00%,53.00%,4.00%,5.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.SNS,3,MIC MRP (List),34.61%,49.00%,6.07%,3.15%,0.00%,0.00%,6.12%,1.04%,Lab
UKPARL.2025.SNS,4,Survation MRP (List),28.85%,48.18%,7.95%,2.71%,NI,NI,10.35%,1.96%,Lab
UKPARL.2025.SNS,5,AVERAGE,29.87%,50.25%,5.81%,3.76%,0.00%,0.00%,9.37%,1.20%,TRUE
UKPARL.2025.SOA,1,YOUGOV MRPs (List),36.84%,18.41%,30.40%,4.24%,0.00%,0.00%,9.30%,0.81%,LD
UKPARL.2025.SOA,2,Electoral Calculus MRP (List),33.00%,28.00%,20.00%,7.00%,0.00%,0.00%,12.00%,0.00%,Lab
UKPARL.2025.SOA,3,MIC MRP (List),41.20%,16.93%,31.09%,5.47%,0.00%,0.00%,5.02%,0.30%,LD
UKPARL.2025.SOA,4,Survation MRP (List),30.43%,20.53%,28.92%,10.08%,NI,NI,9.29%,0.75%,LD
UKPARL.2025.SOA,5,AVERAGE,35.37%,20.97%,27.60%,6.70%,0.00%,0.00%,8.90%,0.46%,FALSE
UKPARL.2025.SOI,1,YOUGOV MRPs (List),26.11%,53.43%,3.36%,5.32%,0.00%,0.00%,10.95%,0.82%,Lab
UKPARL.2025.SOI,2,Electoral Calculus MRP (List),22.00%,54.00%,3.00%,6.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.SOI,3,MIC MRP (List),33.27%,50.62%,4.97%,3.61%,0.00%,0.00%,6.57%,0.95%,Lab
UKPARL.2025.SOI,4,Survation MRP (List),29.55%,50.67%,2.61%,3.55%,NI,NI,10.36%,3.25%,Lab
UKPARL.2025.SOI,5,AVERAGE,27.73%,52.18%,3.49%,4.62%,0.00%,0.00%,10.47%,1.51%,TRUE
UKPARL.2025.SOP,1,YOUGOV MRPs (List),29.54%,51.64%,6.66%,3.14%,0.00%,0.00%,8.22%,0.80%,Lab
UKPARL.2025.SOP,2,Electoral Calculus MRP (List),28.00%,46.00%,7.00%,4.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.SOP,3,MIC MRP (List),33.70%,42.82%,12.59%,2.82%,0.00%,0.00%,7.59%,0.47%,Lab
UKPARL.2025.SOP,4,Survation MRP (List),26.61%,47.89%,9.00%,3.27%,NI,NI,11.52%,1.71%,Lab
UKPARL.2025.SOP,5,AVERAGE,29.46%,47.09%,8.81%,3.31%,0.00%,0.00%,10.33%,0.99%,TRUE
UKPARL.2025.SOT,1,YOUGOV MRPs (List),17.36%,55.05%,8.76%,8.49%,0.00%,0.00%,9.51%,0.83%,Lab
UKPARL.2025.SOT,2,Electoral Calculus MRP (List),15.00%,57.00%,5.00%,8.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.SOT,3,MIC MRP (List),25.05%,51.96%,5.62%,9.87%,0.00%,0.00%,6.44%,1.06%,Lab
UKPARL.2025.SOT,4,Survation MRP (List),23.10%,50.49%,7.04%,5.66%,NI,NI,11.02%,2.70%,Lab
UKPARL.2025.SOT,5,AVERAGE,20.13%,53.63%,6.61%,8.01%,0.00%,0.00%,10.24%,1.40%,TRUE
UKPARL.2025.SPL,1,YOUGOV MRPs (List),33.86%,32.34%,13.20%,6.80%,0.00%,0.00%,12.98%,0.82%,Lab
UKPARL.2025.SPL,2,Electoral Calculus MRP (List),28.00%,38.00%,11.00%,8.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.SPL,3,MIC MRP (List),33.21%,36.89%,12.83%,6.49%,0.00%,0.00%,9.71%,0.87%,Lab
UKPARL.2025.SPL,4,Survation MRP (List),30.37%,29.99%,22.61%,5.22%,NI,NI,9.72%,2.10%,Lab
UKPARL.2025.SPL,5,AVERAGE,31.36%,34.31%,14.91%,6.63%,0.00%,0.00%,11.85%,1.20%,TRUE
UKPARL.2025.SPT,1,YOUGOV MRPs (List),13.42%,57.74%,6.42%,12.46%,0.00%,0.00%,9.92%,0.03%,Lab
UKPARL.2025.SPT,2,Electoral Calculus MRP (List),13.00%,61.00%,4.00%,10.00%,0.00%,0.00%,11.00%,1.00%,Lab
UKPARL.2025.SPT,3,MIC MRP (List),19.22%,59.41%,6.34%,6.06%,0.00%,0.00%,7.57%,1.41%,Lab
UKPARL.2025.SPT,4,Survation MRP (List),12.29%,47.08%,6.52%,18.51%,NI,NI,13.37%,2.23%,Lab
UKPARL.2025.SPT,5,AVERAGE,14.48%,56.31%,5.82%,11.76%,0.00%,0.00%,10.47%,1.17%,TRUE
UKPARL.2025.SPV,1,YOUGOV MRPs (List),26.03%,43.41%,6.79%,5.74%,0.00%,0.00%,13.83%,4.20%,Lab
UKPARL.2025.SPV,2,Electoral Calculus MRP (List),31.00%,42.00%,4.00%,2.00%,0.00%,0.00%,7.00%,14.00%,Lab
UKPARL.2025.SPV,3,MIC MRP (List),28.85%,48.79%,6.16%,2.30%,0.00%,0.00%,10.78%,3.12%,Lab
UKPARL.2025.SPV,4,Survation MRP (List),21.51%,52.28%,3.74%,5.11%,NI,NI,15.42%,1.94%,Lab
UKPARL.2025.SPV,5,AVERAGE,26.85%,46.62%,5.17%,3.79%,0.00%,0.00%,11.76%,5.82%,TRUE
